epoch_ms	pid	ppid	etime	cpu_time	cpu_percent	rss_kib	vsz_kib	state	command
1783834906318	55676	55362	02:46	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834906318	55678	55676	02:46	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834906318	55706	55678	02:46	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834906318	55707	55706	02:46	3:38.72	61.5	2706800	487728816	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834906318	56009	55707	02:45	0:03.48	0	73744	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834908360	55676	55362	02:48	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834908360	55678	55676	02:48	0:00.17	0	42800	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834908360	55706	55678	02:48	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834908360	55707	55706	02:48	3:40.57	97.5	2044848	487691696	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834908360	56009	55707	02:47	0:03.48	0	48896	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834910403	55676	55362	02:50	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834910403	55678	55676	02:50	0:00.17	0	42800	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834910403	55706	55678	02:50	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834910403	55707	55706	02:50	3:42.60	98.2	1987728	487632112	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834910403	56009	55707	02:49	0:03.48	0	48896	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834912442	55676	55362	02:52	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834912442	55678	55676	02:52	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834912442	55706	55678	02:52	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834912442	55707	55706	02:52	3:44.63	98.5	2075776	487717440	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834912442	56009	55707	02:51	0:03.48	0	48896	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834914483	55676	55362	02:54	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834914483	55678	55676	02:54	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834914483	55706	55678	02:54	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834914483	55707	55706	02:54	3:46.65	99.9	2016224	487654720	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834914483	56009	55707	02:53	0:03.48	0	48896	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834916555	55676	55362	02:56	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834916555	55678	55676	02:56	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834916555	55706	55678	02:56	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834916555	55707	55706	02:56	3:48.56	84.6	1979696	487619568	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834916555	56009	55707	02:55	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834918596	55676	55362	02:58	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834918596	55678	55676	02:58	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834918596	55706	55678	02:58	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834918596	55707	55706	02:58	3:50.54	98.7	1211440	487637808	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834918596	56009	55707	02:57	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834920636	55676	55362	03:00	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834920636	55678	55676	03:00	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834920636	55706	55678	03:00	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834920636	55707	55706	03:00	3:52.57	98.1	1008624	487695824	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834920636	56009	55707	02:59	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834922682	55676	55362	03:02	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834922682	55678	55676	03:02	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834922682	55706	55678	03:02	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834922682	55707	55706	03:02	3:54.60	100	925664	487614288	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834922682	56009	55707	03:01	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834924725	55676	55362	03:04	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834924725	55678	55676	03:04	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834924725	55706	55678	03:04	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834924725	55707	55706	03:04	3:56.63	98.4	987760	487673872	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834924725	56009	55707	03:03	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834926767	55676	55362	03:06	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834926767	55678	55676	03:06	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834926767	55706	55678	03:06	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834926767	55707	55706	03:06	3:58.11	70.6	714720	487695168	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834926767	56009	55707	03:05	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834928864	55676	55362	03:08	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834928864	55678	55676	03:08	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834928864	55706	55678	03:08	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834928864	55707	55706	03:08	4:00.02	85	661808	487639376	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834928864	56009	55707	03:07	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834930912	55676	55362	03:10	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834930912	55678	55676	03:10	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834930912	55706	55678	03:10	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834930912	55707	55706	03:10	4:01.78	94.3	650352	487635584	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834930912	56009	55707	03:09	0:03.48	0	11552	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834932965	55676	55362	03:12	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834932965	55678	55676	03:12	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834932965	55706	55678	03:12	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834932965	55707	55706	03:12	4:03.47	67.6	673168	487673168	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834932965	56009	55707	03:11	0:03.48	0	11872	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834935041	55676	55362	03:15	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834935041	55678	55676	03:15	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834935041	55706	55678	03:15	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834935041	55707	55706	03:15	4:05.37	87.4	719424	487395792	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834935041	56009	55707	03:14	0:03.48	0	11872	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834937090	55676	55362	03:17	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834937090	55678	55676	03:17	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834937090	55706	55678	03:17	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834937090	55707	55706	03:17	4:07.33	95.3	632336	487305504	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834937090	56009	55707	03:16	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834939141	55676	55362	03:19	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834939141	55678	55676	03:19	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834939141	55706	55678	03:19	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834939141	55707	55706	03:19	4:09.33	96.3	636944	487304336	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834939141	56009	55707	03:18	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834941188	55676	55362	03:21	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834941188	55678	55676	03:21	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834941188	55706	55678	03:21	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834941188	55707	55706	03:21	4:11.14	94.3	668224	487332944	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834941188	56009	55707	03:20	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834943255	55676	55362	03:23	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834943255	55678	55676	03:23	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834943255	55706	55678	03:23	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834943255	55707	55706	03:23	4:12.79	83.2	660000	487336080	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834943255	56009	55707	03:22	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834945317	55676	55362	03:25	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834945317	55678	55676	03:25	0:00.17	0	43648	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834945317	55706	55678	03:25	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834945317	55707	55706	03:25	4:14.04	53.7	673168	487369920	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834945317	56009	55707	03:24	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834947371	55676	55362	03:27	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834947371	55678	55676	03:27	0:00.17	0	43648	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834947371	55706	55678	03:27	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834947371	55707	55706	03:27	4:15.28	68.2	690096	487378416	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834947371	56009	55707	03:26	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834949440	55676	55362	03:29	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834949440	55678	55676	03:29	0:00.17	0	43648	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834949440	55706	55678	03:29	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834949440	55707	55706	03:29	4:16.39	52	685376	487366784	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834949440	56009	55707	03:28	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834951494	55676	55362	03:31	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834951494	55678	55676	03:31	0:00.17	0	43728	436208112	S	node /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
1783834951494	55706	55678	03:31	0:00.00	0	1040	435300000	S	sh -c export NODE_OPTIONS='--max-old-space-size=8192' || set NODE_OPTIONS="--max-old-space-size=8192" && astro build
1783834951494	55707	55706	03:31	4:17.49	58.4	677952	487358032	R	node /Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.bin/../astro/bin/astro.mjs build
1783834951494	56009	55707	03:30	0:03.48	0	11808	412502544	S	/Users/yunfeihe/Documents/github-opensource/.worktrees/cloudflare-docs-rolldown-build/node_modules/.pnpm/@esbuild+darwin-arm64@0.27.7/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.27.7 --ping
1783834953537	55676	55362	03:33	0:00.00	0	512	435299648	Ss	/usr/bin/time -l -o /Users/yunfeihe/Documents/github-opensource/.worktrees/rolldown-parallel-js-plugin-cloudflare-build/experiments/cloudflare-mdx/data/2026-07-12-astro-local-reference/resources.txt /Users/yunfeihe/.vite-plus/js_runtime/node/24.18.0/bin/corepack pnpm run build
